citation,document_number,end_page,executive_order_notes,executive_order_number,html_url,pdf_url,publication_date,signing_date,start_page,title
60 FR 36949, 95-17828,36949,"",12966,https://www.federalregister.gov/documents/1995/07/18/95-17828/foreign-disaster-assistance,https://www.gpo.gov/fdsys/pkg/FR-1995-07-18/pdf/95-17828.pdf,07/18/1995,07/14/1995,36949,Foreign Disaster Assistance
60 FR 39623, 95-19174,39624,"",12967,https://www.federalregister.gov/documents/1995/08/02/95-19174/establishing-an-emergency-board-to-investigate-disputes-between-metro-north-commuter-railroad-and,https://www.gpo.gov/fdsys/pkg/FR-1995-08-02/pdf/95-19174.pdf,08/02/1995,07/31/1995,39623,Establishing an Emergency Board To Investigate Disputes Between Metro North Commuter Railroad and Its Employees Represented by Certain Labor Organizations
60 FR 40245, 95-19654,40254,"Amended by: EO 13467, June 30, 2008;;
 ;  See: Final rule of March 26, 1997 (62 FR 17683); Final rule of July 1, 1997 (62 FR 36984); EO 13284, January 23, 2003; EO 13311, July 29, 2003; EO 13462, February 29, 2008; EO 13516, October 28, 2009; EO 13539, April 21, 2010; EO 13549, August 18, 2010",12968,https://www.federalregister.gov/documents/1995/08/07/95-19654/access-to-classified-information,https://www.gpo.gov/fdsys/pkg/FR-1995-08-07/pdf/95-19654.pdf,08/07/1995,08/02/1995,40245,Access to Classified Information
60 FR 40989, 95-19972,40992,"Revoked by: EO 13148, April 21, 2000;;
 ;  See: EO 13101, September 14, 1998",12969,https://www.federalregister.gov/documents/1995/08/10/95-19972/federal-acquisition-and-community-right-to-know,https://www.gpo.gov/fdsys/pkg/FR-1995-08-10/pdf/95-19972.pdf,08/10/1995,08/08/1995,40989,Federal Acquisition and Community Right-To-Know
60 FR 48359, 95-23338,48359,"Amends: EO 12864, September 15, 1993;;
 ;  Revoked by: EO 13062, September 29, 1997",12970,https://www.federalregister.gov/documents/1995/09/18/95-23338/further-amendment-to-executive-order-no-12864,https://www.gpo.gov/fdsys/pkg/FR-1995-09-18/pdf/95-23338.pdf,09/18/1995,09/14/1995,48359,Further Amendment to Executive Order No. 12864
60 FR 48617, 95-23423,48617,"Amends: EO 12425, June 6, 1983",12971,https://www.federalregister.gov/documents/1995/09/19/95-23423/amendment-to-executive-order-no-12425,https://www.gpo.gov/fdsys/pkg/FR-1995-09-19/pdf/95-23423.pdf,09/19/1995,09/15/1995,48617,Amendment to Executive Order No. 12425
60 FR 48863, 95-23581,48863,"Amends: EO 12958, April 17, 1995",12972,https://www.federalregister.gov/documents/1995/09/21/95-23581/amendment-to-executive-order-no-12958,https://www.gpo.gov/fdsys/pkg/FR-1995-09-21/pdf/95-23581.pdf,09/21/1995,09/18/1995,48863,Amendment to Executive Order No. 12958
60 FR 51665, 95-24649,51665,"Amends: EO 12901, March 3, 1994",12973,https://www.federalregister.gov/documents/1995/10/02/95-24649/amendment-to-executive-order-no-12901,https://www.gpo.gov/fdsys/pkg/FR-1995-10-02/pdf/95-24649.pdf,10/02/1995,09/27/1995,51665,Amendment to Executive Order No. 12901
60 FR 51875, 95-24754,51876,"Continues certain committee established by: EO 11145, March 7, 1964; EO 11183, October 3, 1964; EO 11287, October 24, 1964; EO 11776, March 28, 1974; EO 12131, May 4, 1979; EO 12196, February 26, 1980; EO 12216, June 18, 1980; EO 12345, February 2, 1982; EO 12367, June 15, 1982; EO 12382, September 13, 1982; EO 12871, October 1, 1993; EO 12876, November 1, 1993; EO 12882, November 23, 1993; EO 12900, February 22, 1994; EO 12905, March 25, 1994;;
 ;  Revokes in part: EO 12844, April 21, 1993;;
 ;  Supersedes: EO 12869, September 30, 1993;;
 ;  Revokes: EO 12878, November 5, 1993;;
 ;  Superseded by: EO 13062, September 29, 1997;;
 ;  See: EO 12887, December 23, 1993; EO 12912, April 29, 1994",12974,https://www.federalregister.gov/documents/1995/10/03/95-24754/continuance-of-certain-federal-advisory-committees,https://www.gpo.gov/fdsys/pkg/FR-1995-10-03/pdf/95-24754.pdf,10/03/1995,09/29/1995,51875,Continuance of Certain Federal Advisory Committees
60 FR 52063, 95-24921,52065,"Amended by: EO 13018, September 16, 1996; EO 13046, May 16, 1997; EO 13137, September 15, 1999;;
 ;  Revoked by: EO 13316, September 17, 2003",12975,https://www.federalregister.gov/documents/1995/10/05/95-24921/protection-of-human-research-subjects-and-creation-of-national-bioethics-advisory-commission,https://www.gpo.gov/fdsys/pkg/FR-1995-10-05/pdf/95-24921.pdf,10/05/1995,10/03/1995,52063,Protection of Human Research Subjects and Creation of National Bioethics Advisory Commission
60 FR 52829, 95-25256,52830,"",12976,https://www.federalregister.gov/documents/1995/10/10/95-25256/compensation-practices-of-government-corporations,https://www.gpo.gov/fdsys/pkg/FR-1995-10-10/pdf/95-25256.pdf,10/10/1995,10/05/1995,52829,Compensation Practices of Government Corporations
60 FR 54411, 95-26497,54412,"Amends: EO 13286, February 28, 2003",12977,https://www.federalregister.gov/documents/1995/10/24/95-26497/interagency-security-committee,https://www.gpo.gov/fdsys/pkg/FR-1995-10-24/pdf/95-26497.pdf,10/24/1995,10/19/1995,54411,Interagency Security Committee
60 FR 54579, 95-26569,54580,"Amended by: EO 13286, February 28, 2003;;
 ;  See: Notice of October 16, 1996; Notice of October 17, 1997; Notice of October 19, 1998; Notice of October 19, 1999; Notice of October 19, 2000; Notice of October 16, 2001; Notice of October 16, 2002; Notice of October 16, 2003; Notice of October 19, 2004; Notice of October 19, 2005; Notice of October 19, 2006; Notice of October 18, 2007; Notice of October 16, 2008; Notice of October 16, 2009",12978,https://www.federalregister.gov/documents/1995/10/24/95-26569/blocking-assets-and-prohibiting-transactions-with-significant-narcotics-traffickers,https://www.gpo.gov/fdsys/pkg/FR-1995-10-24/pdf/95-26569.pdf,10/24/1995,10/21/1995,54579,Blocking Assets and Prohibiting Transactions With Significant Narcotics Traffickers
60 FR 55171, 95-26944,55172,"",12979,https://www.federalregister.gov/documents/1995/10/27/95-26944/agency-procurement-protests,https://www.gpo.gov/fdsys/pkg/FR-1995-10-27/pdf/95-26944.pdf,10/27/1995,10/25/1995,55171,Agency Procurement Protests
60 FR 57819, 95-28630,57819,"Amends: EO 12852, June 29, 1993;;
 ;  Note: EO 12980 is nullified by virtue of the Council being abolished by EO 13138, September 30, 1999.",12980,https://www.federalregister.gov/documents/1995/11/21/95-28630/further-amendment-to-executive-order-no-12852-as-amended,https://www.gpo.gov/fdsys/pkg/FR-1995-11-21/pdf/95-28630.pdf,11/21/1995,11/17/1995,57819,"Further Amendment to Executive Order No. 12852, as Amended"
60 FR 62981, 95-30106,62985,"Amended by: EO 13020, October 12, 1996; EO 13026, November 15, 1996;;
 ;  See: EO 11533, June 4, 1970; EO 12002, July 7, 1977; EO 12924, August 19, 1994; EO 13206, April 4, 2001",12981,https://www.federalregister.gov/documents/1995/12/08/95-30106/administration-of-export-controls,https://www.gpo.gov/fdsys/pkg/FR-1995-12-08/pdf/95-30106.pdf,12/08/1995,12/05/1995,62981,Administration of Export Controls
60 FR 63895, 95-30451,63895,"Amends: EO 13286, February 28, 2003;;
 ;  See: Department of Defense notice of February 11, 1997 (62 FR 6953)",12982,https://www.federalregister.gov/documents/1995/12/12/95-30451/ordering-the-selected-reserve-of-the-armed-forces-to-active-duty,https://www.gpo.gov/fdsys/pkg/FR-1995-12-12/pdf/95-30451.pdf,12/12/1995,12/08/1995,63895,Ordering the Selected Reserve of the Armed Forces to Active Duty
60 FR 66855, 95-31437,66855,"Amends: EO 12871, October 1, 1993;;
 ;  See: EO 13156, May 17, 2000; EO 13203, February 17, 2001",12983,https://www.federalregister.gov/documents/1995/12/27/95-31437/amendment-to-executive-order-no-12871,https://www.gpo.gov/fdsys/pkg/FR-1995-12-27/pdf/95-31437.pdf,12/27/1995,12/21/1995,66855,Amendment to Executive Order No. 12871
61 FR 237, 95-31595,246,"Amended by: EO 12990, February 29, 1996;;
 ;  Superseded by: EO 13033, December 27, 1996",12984,https://www.federalregister.gov/documents/1996/01/03/95-31595/adjustments-of-certain-rates-of-pay-and-allowances,https://www.gpo.gov/fdsys/pkg/FR-1996-01-03/pdf/95-31595.pdf,01/03/1996,12/28/1995,237,Adjustments of Certain Rates of Pay and Allowances
61 FR 1209, 96-622,1209,"Amended by: EO 13286, February 28, 2003;;
 ;  See: EO 13154, May 3, 2000",12985,https://www.federalregister.gov/documents/1996/01/18/96-622/establishing-the-armed-forces-service-medal,https://www.gpo.gov/fdsys/pkg/FR-1996-01-18/pdf/96-622.pdf,01/18/1996,01/11/1996,1209,Establishing the Armed Forces Service Medal
61 FR 1693, 96-955,1693,"",12986,https://www.federalregister.gov/documents/1996/01/22/96-955/international-union-for-conservation-of-nature-and-natural-resources,https://www.gpo.gov/fdsys/pkg/FR-1996-01-22/pdf/96-955.pdf,01/22/1996,01/18/1996,1693,International Union for Conservation of Nature and Natural Resources
61 FR 4205, 96-2407,4205,"Amends: EO 12964, June 21, 1995;;
 ;  See: EO 13032, December 26, 1996;;
 ;  Revoked by: EO 13062, September 29, 1997",12987,https://www.federalregister.gov/documents/1996/02/02/96-2407/amendment-to-executive-order-no-12964,https://www.gpo.gov/fdsys/pkg/FR-1996-02-02/pdf/96-2407.pdf,02/02/1996,01/31/1996,4205,Amendment to Executive Order No. 12964
61 FR 4729, 96-2755,4963,"Revokes: EO 12778, October 23, 1991;;
 ;  Supplemented by: EO 13083, May 14, 1998 (which was suspended by EO 13095, August 5, 1998); EO 13084, May 14, 1998; EO 13132, August 4, 1999;;
 ;  See: EO 12866, September 30, 1993; EO 13175, November 6, 2000",12988,https://www.federalregister.gov/documents/1996/02/09/96-2755/civilian-health-and-medical-program-of-the-uniformed-services-champus,https://www.gpo.gov/fdsys/pkg/FR-1996-02-09/pdf/96-2755.pdf,02/09/1996,02/05/1996,4962,Civilian Health and Medical Program of the Uniformed Services (CHAMPUS)
61 FR 6091, 96-3646,6093,"Amended by: EO 13286, February 28, 2003; EO 13466, June 26, 2008",12989,https://www.federalregister.gov/documents/1996/02/15/96-3646/economy-and-efficiency-in-government-procurement-through-compliance-with-certain-immigration-and,https://www.gpo.gov/fdsys/pkg/FR-1996-02-15/pdf/96-3646.pdf,02/15/1996,02/13/1996,6091,Economy and Efficiency in Government Procurement Through Compliance With Certain Immigration and Naturalization Act Provisions
61 FR 8467, 96-5263,8470,"Amends: EO 12984, December 28, 1995;;
 ;  Superseded by: EO 13033, December 27, 1996",12990,https://www.federalregister.gov/documents/1996/03/05/96-5263/adjustments-of-rates-of-pay-and-allowances-for-the-uniformed-services-amendment-to-executive-order,https://www.gpo.gov/fdsys/pkg/FR-1996-03-05/pdf/96-5263.pdf,03/05/1996,02/29/1996,8467,"Adjustments of Rates of Pay and Allowances for the Uniformed Services, Amendment to Executive Order No. 12984"
61 FR 9587, 96-5832,9587,"Amends: EO 12131, May 4, 1979",12991,https://www.federalregister.gov/documents/1996/03/08/96-5832/adding-the-small-business-administration-to-the-presidents-export-council,https://www.gpo.gov/fdsys/pkg/FR-1996-03-08/pdf/96-5832.pdf,03/08/1996,03/06/1996,9587,Adding the Small Business Administration to the President's Export Council
61 FR 11287, 96-6803,11288,"Amended by: EO 13023, November 6, 1996; EO 13284, January 23, 2003",12992,https://www.federalregister.gov/documents/1996/03/19/96-6803/presidents-council-on-counter-narcotics,https://www.gpo.gov/fdsys/pkg/FR-1996-03-19/pdf/96-6803.pdf,03/19/1996,03/15/1996,11287,President's Council on Counter-Narcotics
61 FR 13043, 96-7460,13045,"",12993,https://www.federalregister.gov/documents/1996/03/26/96-7460/administrative-allegations-against-inspectors-general,https://www.gpo.gov/fdsys/pkg/FR-1996-03-26/pdf/96-7460.pdf,03/26/1996,03/21/1996,13043,Administrative Allegations Against Inspectors General
61 FR 13047, 96-7461,13049,"Amended by: EO 13062, September 29, 1997; EO 13138, September 30, 1999; EO 13225, September 28, 2001; EO 13309, July 25, 2003; EO 13385, September 29, 2005; EO 13446, September 28, 2007
Continued by: EO 13446, September 28, 2007; EO 13511, September 29, 2009;  EO 13652, September 30, 2013; EO 13708, September 30, 2015
See: EO 13585, September 30, 2011",12994,https://www.federalregister.gov/documents/1996/03/26/96-7461/continuing-the-presidents-committee-on-mental-retardation-and-broadening-its-membership-and,https://www.gpo.gov/fdsys/pkg/FR-1996-03-26/pdf/96-7461.pdf,03/26/1996,03/21/1996,13047,Continuing the President's Committee on Mental Retardation and Broadening Its Membership and Responsibilities
61 FR 13645, 96-7773,13645,"Amends: EO 12873, October 20, 1993",12995,https://www.federalregister.gov/documents/1996/03/28/96-7773/amendment-to-executive-order-no-12873,https://www.gpo.gov/fdsys/pkg/FR-1996-03-28/pdf/96-7773.pdf,03/28/1996,03/25/1996,13645,Amendment to Executive Order No. 12873
61 FR 13647, 96-7774,13648,"",12996,https://www.federalregister.gov/documents/1996/03/28/96-7774/management-and-general-public-use-of-the-national-wildlife-refuge-system,https://www.gpo.gov/fdsys/pkg/FR-1996-03-28/pdf/96-7774.pdf,03/28/1996,03/25/1996,13647,Management and General Public Use of the National Wildlife Refuge System
61 FR 14949, 96-8520,14949,"",12997,https://www.federalregister.gov/documents/1996/04/04/96-8520/korean-peninsula-energy-development-organization,https://www.gpo.gov/fdsys/pkg/FR-1996-04-04/pdf/96-8520.pdf,04/04/1996,04/01/1996,14949,Korean Peninsula Energy Development Organization
61 FR 15873, 96-9033,15873,"Amends: EO 11880, October 2, 1975;;
 ;  Revoked by: EO 13242, December 18, 2001",12998,https://www.federalregister.gov/documents/1996/04/09/96-9033/amendment-to-executive-order-no-11880,https://www.gpo.gov/fdsys/pkg/FR-1996-04-09/pdf/96-9033.pdf,04/09/1996,04/05/1996,15873,Amendment to Executive Order No. 11880
61 FR 17227, 96-9866,17229,"Supersedes: EO 12821, November 16, 1992",12999,https://www.federalregister.gov/documents/1996/04/19/96-9866/educational-technology-ensuring-opportunity-for-all-children-in-the-next-century,https://www.gpo.gov/fdsys/pkg/FR-1996-04-19/pdf/96-9866.pdf,04/19/1996,04/17/1996,17227,Educational Technology: Ensuring Opportunity for All Children in the Next Century
61 FR 18483, 96-10550,18484,"Revokes: EO 12787, December 31, 1991;;
 ;  Revoked by: EO 13394, December 22, 2005",13000,https://www.federalregister.gov/documents/1996/04/26/96-10550/order-of-succession-of-officers-to-act-as-secretary-of-defense,https://www.gpo.gov/fdsys/pkg/FR-1996-04-26/pdf/96-10550.pdf,04/26/1996,04/24/1996,18483,Order of Succession of Officers To Act as Secretary of Defense
61 FR 21943, 96-11966,21945,"",13001,https://www.federalregister.gov/documents/1996/05/10/96-11966/establishing-an-emergency-board-to-investigate-a-dispute-between-certain-railroads-represented-by,https://www.gpo.gov/fdsys/pkg/FR-1996-05-10/pdf/96-11966.pdf,05/10/1996,05/08/1996,21943,Establishing an Emergency Board To Investigate a Dispute Between Certain Railroads Represented by the National Railway Labor Conference and Their Employees Represented by the Transportation Communications International Union
61 FR 24665, 96-12535,24665,"",13002,https://www.federalregister.gov/documents/1996/05/16/96-12535/termination-of-combat-zone-designation-in-vietnam-and-waters-adjacent-thereto,https://www.gpo.gov/fdsys/pkg/FR-1996-05-16/pdf/96-12535.pdf,05/16/1996,05/13/1996,24665,Termination of Combat Zone Designation in Vietnam and Waters Adjacent Thereto
61 FR 25131, 96-12720,25133,"",13003,https://www.federalregister.gov/documents/1996/05/17/96-12720/establishing-an-emergency-board-to-investigate-disputes-between-certain-railroads-represented-by-the,https://www.gpo.gov/fdsys/pkg/FR-1996-05-17/pdf/96-12720.pdf,05/17/1996,05/15/1996,25131,"Establishing an Emergency Board To Investigate Disputes Between Certain Railroads Represented by the National Carriers' Conference Committee of the National Railway Labor Conference and Their Employees Represented by the Brotherhood of Maintenance of Way Employes Disputes exist between certain railroads represented by the National Carriers' Conference Committee of the National Railway Labor Conference, including Consolidated Rail Corporation (including the Clearfield Cluster), Burlington Northern Railroad Co., CSX Transportation Inc., Norfolk Southern Railway Co., Atchison, Topeka and Santa Fe Railway Co., Union Pacific Railroad, Chicago & North Western Railway Co., Kansas City Southern Railway Co., and their employees represented by the Brotherhood of Maintenance of Way Employes. The railroads involved in these disputes are designated on the attached list, which is made a part of this order."
